Title,Date,Image URL,Likes Count
7 Top Trends In Hotel Distribution Today,"July 13, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg, 0 likes
HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,"May 4, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Retagain_HRS-1-764x382.jpg, 0 likes
Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,"April 11, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/code_itinerary1-534x267.jpg, 0 likes
5 Ways to Improve Your Hotel's Visibility within Search Engines,"April 9, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/SEO_HOTEL-1-650x325.png, 0 likes
Hitting a home run in automation tools,"April 3, 2018",Not found, 0 likes
Tapping the world’s no. 1 outbound travel market,"January 22, 2018",Not found, 0 likes
It's 100% pure adrenaline! Introducing Distribution Strategy Studio,"January 11, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/madrid-TT-hres-2011_8-xlarge-1280x640.jpg, 0 likes
Your Hotel Reputation Matters to Your Revenue,"December 11, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-147765833-2800x1400-scaled.jpg, 0 likes
"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages","November 23, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/revenu_leakage_banner_mail1-754x377.jpg, 0 likes
Assessing the boom in travel startups,"November 21, 2017",Not found, 0 likes
Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,"November 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382.jpg, 0 likes
Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,"November 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Geo-pricing-764x382.png, 0 likes
We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,"October 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pricing-764x382.jpg, 0 likes
Sharing economy blurring the lines in hospitality,"October 23, 2017",Not found, 0 likes
Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,"October 11, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-202739491-2800x1400-scaled.jpg, 0 likes
Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,"September 29, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Artificial_Intelligence-764x382.jpg, 0 likes
It’s time to reexamine the data structure behind hotel distribution,"September 25, 2017",Not found, 0 likes
7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,"September 21, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/09/bigstock-Digital-Marketing-New-Startup-190890487-2800x1400-1.jpg, 1 like
Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,"September 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Loyalty-Program-145042721-2800x1400-scaled.jpg, 0 likes
Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,"September 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-192270436-2800x1400-scaled.jpg, 0 likes
What Makes Your Guests The Promoters of Your Brand?,"September 7, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-193620838-3000x1500-scaled.jpg, 0 likes
Tapping the potential of IoT,"August 29, 2017",Not found, 0 likes
The Role and Future of Technology in Travel Industry,"August 28, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Social-media-travel-industry-300x207-1-1100x759-1-570x285.jpg, 0 likes
New Consumer Review Dashboard For Hotels,"August 21, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/BG_blog_banner2-764x382-764x382.jpg, 0 likes
Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,"August 21, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381-1.jpg, 0 likes
7 Best Methods to Gather Quality Guest Feedback,"August 16, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg, 0 likes
"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus","August 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/G8H6842-1-4896x2448-scaled.jpg, 0 likes
Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,"August 10, 2017",Not found, 0 likes
"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings","August 8, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/08/bigstock-Support-Help-Unity-Togethernes-118375838-2800x1400-1.jpg, 0 likes
Create a Revenue Centric Culture in your Hotel by Integrating Technology,"August 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Teamwork-And-Integration-Conce-66966004-2800x1400-scaled.jpg, 0 likes
"Despite the best efforts of hotel brands, travelers still love to click around","August 1, 2017",Not found, 0 likes
"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?","July 31, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Popular-Ranking-Hon-184164262-3596x1798-scaled.jpg, 0 likes
7 Practical tips to improve online reviews of your hotel,"July 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Online-Reviews-Evaluation-Time-185136694-2800x1400-scaled.jpg, 0 likes
14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,"July 24, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Features-to-Choose-the-Right-Hotel-Channel-Manager.webp, 0 likes
Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,"July 19, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg, 0 likes
"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition","July 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg, 0 likes
Blockchain and its potential to upend the travel industry,"July 17, 2017",Not found, 0 likes
"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel","July 10, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg, 0 likes
"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management","July 4, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-145495634-2800x1400-scaled.jpg, 0 likes
How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,"June 28, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant_online_repuptation2-870x435.jpg, 0 likes
Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,"June 19, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg, 0 likes
Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,"June 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png, 0 likes
9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,"June 6, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/facebook_bannerImg-764x382.jpg, 0 likes
Top Trends: Millennial Travelers & the Hospitality Sector,"May 30, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/4FA1CA06CC244CDA241A54F378ACCCBFD4056C5D0D5865A59Fpimgpsh_fullsize_distr-764x382.jpg, 0 likes
Evolving Role Of Hotel Revenue Manager - Part 4,"May 26, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog_img-764x382.jpg, 0 likes
The Evolving Role of Revenue Managers - Part 3,"May 24, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Edge-119382113-2800x1400-scaled.jpg, 0 likes
Good translation key to staying in global marketplace,"May 24, 2017",Not found, 0 likes
The Evolving Role Of Hotel Revenue Managers – Part 2,"May 17, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-165382157-2800x1400-scaled.jpg, 0 likes
How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,"May 15, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-184358374-3000x1500-scaled.jpg, 0 likes
The Evolving Role of Hotel Revenue Managers - Part 1,"May 10, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Finance-Report-Concept-Flat-S-124822064-3000x1500-scaled.jpg, 0 likes
5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,"May 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg, 0 likes
"Hoteliers, Are Vacation Rentals Eating Your Lunch?","April 26, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/04/vacation-rental_airbnb-1428x714-1024x512-1.jpg, 0 likes
Abbreviations are not a content strategy,"April 24, 2017",Not found, 0 likes
The Future of Hotel Revenue Management – BOTs or Humans?,"April 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/artificial-intelligence-risk-reward-now-labs-2088x1044.jpg, 0 likes
"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management","April 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Or-Marketing-Concept-181728700-1-617x308.jpg, 0 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,"April 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Seasonality-356x178.png, 0 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,"April 11, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Advantage-Concept-118415714-2750x1375-scaled.jpg, 0 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,"April 7, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Businessman-Hand-Drawing-Sales-118618487-3800x1900-scaled.jpg, 0 likes
Solving the hospitality industry’s ‘content conundrum’,"April 3, 2017",Not found, 0 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,"April 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-153294449-3000x1500-scaled.jpg, 0 likes
"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation","March 27, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/automation-764x382-764x382.jpg, 0 likes
How Can Hotels Use Google to Maximise their Online Presence?,"March 17, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/google_banner_img-764x382.jpg, 0 likes
Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,"March 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Action-Plan-Action-Plan-Str-159437243-2800x1400-scaled.jpg, 0 likes
Big Data Challenge,"March 8, 2017",Not found, 0 likes
"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage","March 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-133294829-2800x1400-scaled.jpg, 0 likes
"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds","February 20, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Calendar-Note-Schedule-Memo-Ma-148425554-2800x1400-scaled.jpg, 0 likes
3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,"February 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Pricing-Strategy-141013019-2800x1400-scaled.jpg, 2 likes
How to Manage Hotel's Online Reviews & Guest Experience,"February 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-reviews-760x380.jpg, 0 likes
Why Should Hotels Pay Special Attention to Demand Forecasting?,"January 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381.jpg, 0 likes
"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka","January 16, 2017",Not found, 0 likes
RateGain’s Top 12 Blogs of 2016,"January 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Final-White-3-800x400.png, 0 likes
Managing Real-Time Room Inventories Across Multiple OTAs,"December 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/otas-versus-branddotcom-1740x870.png, 0 likes
"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE","December 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/al-manzel-3-1024x763-1024x512.jpg, 0 likes
Be the Revenue Management Hero of your Hotel,"November 28, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rev_hero_img-472x236.jpg, 0 likes
"Hotels, Let’s Go Direct!","November 23, 2016",Not found, 0 likes
Tips to Build Customer Loyalty for Your Restaurant,"November 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant-948x474.jpg, 0 likes
"Systems Reliability, A Necessity for Hotel Operations: Part 2","November 18, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Summer-Vacation-And-Online-Boo-98043824-1-300x141-282x141.jpg, 0 likes
Is Your Hotel United by Goals but Divided by Systems?,"November 16, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/sdf-740x370.jpg, 0 likes
"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort","November 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bali-niksoma2-1024x544-1024x512.jpg, 0 likes
"Systems Reliability, A Necessity for Hotel Operations: Part 1","November 11, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Novotel_Muenchen_M_3050027c-460x230.jpg, 0 likes
Is your Hotel Website Ready for Google's Latest Mobile Updates,"November 8, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Google-update-mobile-friendly-850x425.png, 0 likes
Optimize Your Hotel’s SEO and Mobile Strategy,"November 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-130275857-900x450.jpg, 0 likes
"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus","November 2, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/cypro-900x450.png, 0 likes
What’s spookier than Halloween for Hoteliers?,"October 26, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pumpkins-3-849x424.jpg, 0 likes
Tapping the phenomenal potential of the Asia Pacific region,"October 10, 2016",Not found, 0 likes
"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia","October 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/PPHotels-768x1024-768x384.jpg, 0 likes
How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,"September 26, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/drive-direct-bookings-1024x512-1024x512.jpg, 0 likes
Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,"September 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Disruption3-420x210.jpg, 0 likes
Disruption in the Hotel Industry and Changing Face of the Global Travel Market,"September 16, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fdg-440x220.jpg, 0 likes
"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai","September 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/df-1430x715.jpg, 0 likes
The fast-changing world of hospitality distribution,"September 12, 2016",Not found, 0 likes
"Hotels, Are You Prepared for Digital Detox Travelers?","September 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/No-wifi-image-568x284.jpg, 0 likes
"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai","September 2, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/J5-Rimal-900x450.jpg, 0 likes
How Hotels of Tomorrow are Improving Guest Experience with Technology?,"September 1, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fg-584x292.jpg, 0 likes
Sharing economy and alternative lodging offer great opportunities,"August 29, 2016",Not found, 0 likes
How can Hotels Generate More Revenue from Customer Loyalty - Part II,"August 25, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/make-hotel-revenue-customer-loyalty-1430x715.jpg, 0 likes
How can Hotels Generate More Revenue from Customer Loyalty - Part I,"August 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/expert-1718x859.jpg, 0 likes
Travel agents: a re-emerging force in hospitality distribution,"August 15, 2016",Not found, 0 likes
5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,"July 28, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog-900x450.jpg, 0 likes
Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,"July 26, 2016",Not found, 0 likes
The sensible economics of 'one to many',"July 26, 2016",Not found, 0 likes
5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,"July 22, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg, 0 likes
"Hotels, Improve your Online Distribution Strategy with Six Simple Tips","July 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png, 0 likes
How to Ensure the Demand Generated is Translated into Increased Revenues?,"July 11, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg, 0 likes
"Brexit: The Impact on Travel and Tourism Industry, Now and Later","June 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Brexit-900x450.jpg, 0 likes
Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,"June 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/guest-satisfaction-900x450.jpg, 0 likes
Effective Ways to Measure & Generate Demand – Part V,"June 19, 2016",Not found, 0 likes
Effective Ways to Measure & Generate Demand – Part IV,"June 17, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Online-Guest-Reviews-hotels-900x450.jpg, 0 likes
Effective Ways to Measure & Generate Demand - Part II,"June 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-demand-900x450.jpg, 0 likes
Effective Ways to Measure & Generate Demand – Part III,"June 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Way-connection-or-Common-Pool-Inventory-963x481.png, 0 likes
Effective Ways to Measure and Generate Demand - Part I,"May 17, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-intelligence-900x450.jpg, 0 likes
8 Top Tips to Choose the Right Hotel Channel Manager,"May 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Top-Tips-to-Choose-the-Right-Hotel-Channel-Manager.webp, 0 likes
Comparing and Contrasting Industry Problems with Revenue Optimisation,"April 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Rev1-699x349.jpg, 0 likes
"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece","April 20, 2016",Not found, 0 likes
Tapping the potential of emerging markets,"April 19, 2016",Not found, 0 likes
"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines","April 14, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Louie-Reyes.jpg, 0 likes
How to Choose the Right Rate Optimisation Tool for Your Hotel?,"April 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-900x450.jpg, 0 likes
New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,"April 4, 2016",Not found, 0 likes
Airbnb: An Alternate Lodging Threat to Hotels?,"March 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339.jpg, 0 likes
21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,"March 9, 2016",Not found, 0 likes
Did You Know? It’s critical to Push Rates along with Occupancy,"February 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/shutterstock_828033041-300x150.jpg, 0 likes
Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,"February 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/room-forecasting-1216x608.jpg, 0 likes
7 Quick Tips For Your Hotel Pre-Opening In 2017,"February 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/dfs-1024x683-1024x512.jpg, 0 likes
Zika virus outbreak:  Is tourism industry in Central and South America on risk?,"February 8, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Zika-586x293.png, 0 likes
How to make 35% more revenue? Tap the power of Scientific Pricing,"January 27, 2016",Not found, 0 likes
Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,"January 8, 2016",Not found, 0 likes
9 Undeniable Advantages of Hotel Room Forecasting,"January 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/business-ohot-762x381.jpg, 0 likes
Golden Rules to Make the Most of Your Hotel’s Facebook Page,"December 15, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg, 0 likes
DHISCO’s big data challenge,"December 10, 2015",Not found, 0 likes
A Revenue Management mistake that you need to avoid today,"October 23, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/comp-sets-838x419.jpg, 0 likes
The UK RevPAR Growth Story: Promises and Challenges,"October 19, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339-1.jpg, 0 likes
August 2015: Parity Performance. Where Does Your City Stand? – Latin America,"September 28, 2015",Not found, 0 likes
Introducing BrandGain Restaurant Module,"September 18, 2015",Not found, 0 likes
"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch","September 16, 2015",Not found, 0 likes
Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing,"September 16, 2015",Not found, 0 likes
Scientific pricing is no longer the Lamborghini you can never have.,"September 14, 2015",Not found, 0 likes
"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs","August 5, 2015",Not found, 0 likes
UNT Big Data Challenge,"July 21, 2015",Not found, 0 likes
How to improve your hotel's online reputation using a 100 year old mathematics principle,"July 16, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pareto-e-700x350.jpg, 2 likes
Total Pricing,"July 13, 2015",Not found, 0 likes
Update from HEDNA Barcelona: Forecast is sunny,"June 12, 2015",Not found, 0 likes
RevPar Growth in Europe: The top three cities,"June 4, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/europe-revpar-growth_rategain-700x350.png, 0 likes
The news for the hotel industry just keeps getting better,"May 19, 2015",Not found, 0 likes
Three important elements your Revenue Management system is missing,"April 29, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2015/04/11-elements-blog.jpg, 0 likes
5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,"April 21, 2015",Not found, 0 likes
Europe's Outlook for 2015: What it means for your Hotel,"February 9, 2015",Not found, 1 like
"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers","February 6, 2015",Not found, 1 like
"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015","February 4, 2015",Not found, 1 like
